연번,발생일,사고유형,발생역,발생시간
1589,2023-08-30,출입문관련,미아사거리역,08:20
1590,2023-08-30,발빠짐,서대문역,08:30
1591,2023-08-30,출입문관련,교대(3)역,16:16
1592,2023-08-29,출입문관련,신사(3)역,17:36
1593,2023-08-29,역구내 사고,왕십리(2)역,11:33
1594,2023-08-29,출입문관련,성수역,13:32
1595,2023-08-29,출입문관련,성수역,13:32
1596,2023-08-28,역구내 사고,증산역,07:39
1597,2023-08-28,역구내 사고,종각역,13:41
1598,2023-08-28,열차내 사고,태릉입구역,07:09
1599,2023-08-28,승강설비관련,철산역,08:16
1600,2023-08-28,역구내 사고,창신역,11:22
1601,2023-08-27,발빠짐,충무로(3)역,12:59
1602,2023-08-26,출입문관련,상일동역,15:57
1603,2023-08-25,역구내 사고,수서역,18:48
1604,2023-08-24,역구내 사고,연신내(3)역,07:18
1605,2023-08-24,발빠짐,동대문역사문화공원(4)역,18:20
1606,2023-08-24,출입문관련,종각역,08:52
1607,2023-08-23,역구내 사고,강변역,06:14
1608,2023-08-23,출입문관련,시청(2)역,17:18
1609,2023-08-23,발빠짐,고속터미널(7)역,20:16
1610,2023-08-22,출입문관련,을지로3가(2)역,07:38
1611,2023-08-22,발빠짐,강변역,08:07
1612,2023-08-22,출입문관련,명동역,14:57
1613,2023-08-20,역구내 사고,오금(5)역,10:19
1614,2023-08-19,승강설비관련,신도림역,16:30
1615,2023-08-18,출입문관련,신도림역,19:24
1616,2023-08-18,열차내 사고,잠실(2)역,07:39
1617,2023-08-17,열차내 사고,을지로4가(2)역,18:30
1618,2023-08-17,열차내 사고,을지로4가(2)역,18:20
1619,2023-08-17,출입문관련,영등포구청(5)역,17:25
1620,2023-08-17,열차내 사고,을지로3가(2)역,18:20
1621,2023-08-17,열차내 사고,시청(2)역,14:30
1622,2023-08-17,출입문관련,충무로(4)역,08:26
1623,2023-08-17,열차내 사고,을지로4가(2)역,18:20
1624,2023-08-16,열차내 사고,중곡역,08:25
1625,2023-08-16,역구내 사고,역촌역,19:00
1626,2023-08-16,열차내 사고,어린이대공원역,08:21
1627,2023-08-16,역구내 사고,학여울역,14:03
1628,2023-08-15,출입문관련,서울(4)역,13:57
1629,2023-08-14,역구내 사고,천왕역,18:40
1630,2023-08-13,열차내 사고,방화역,15:30
1631,2023-08-12,역구내 사고,어린이대공원역,13:35
1632,2023-08-11,승강설비관련,역삼역,09:50
1633,2023-08-11,출입문관련,동대문역사문화공원(4)역,12:47
1634,2023-08-10,출입문관련,영등포구청(5)역,09:17
1635,2023-08-09,역구내 사고,중계역,11:19
1636,2023-08-07,역구내 사고,노원(7)역,15:47
1637,2023-08-07,출입문관련,군자(5)역,21:32
1638,2023-08-07,발빠짐,개화산역,14:50
1639,2023-08-07,열차내 사고,쌍문역,08:57
1640,2023-08-03,발빠짐,동대문역사문화공원(4)역,09:15
1641,2023-08-03,발빠짐,동묘앞(1)역,07:40
1642,2023-08-03,출입문관련,잠실(8)역,09:18
1643,2023-08-02,출입문관련,면목역,10:03
1644,2023-07-31,역구내 사고,논현역,09:15
1645,2023-07-31,승강설비관련,독립문역,15:56
1646,2023-07-30,열차내 사고,중계역,22:00
1647,2023-07-30,역구내 사고,동묘앞(1)역,18:10
1648,2023-07-25,발빠짐,철산역,17:48
1649,2023-07-25,출입문관련,여의나루역,16:06
1650,2023-07-24,출입문관련,이수(4)역,08:09
1651,2023-07-24,출입문관련,회현역,18:46
1652,2023-07-23,출입문관련,신촌역,21:15
1653,2023-07-22,발빠짐,압구정역,13:24
1654,2023-07-21,발빠짐,불광(6)역,18:09
1655,2023-07-19,역구내 사고,남위례역,14:40
1656,2023-07-19,역구내 사고,잠실(2)역,07:25
1657,2023-07-18,열차내 사고,대화역,10:25
1658,2023-07-18,열차내 사고,방이역,08:07
1659,2023-07-18,열차내 사고,암사역,16:00
1660,2023-07-17,출입문관련,당산(2)역,12:53
1661,2023-07-17,출입문관련,성수역,08:55
1662,2023-07-16,역구내 사고,불광(3)역,20:27
1663,2023-07-15,열차내 사고,대림(7)역,11:55
1664,2023-07-15,역구내 사고,대치역,07:52
1665,2023-07-14,역구내 사고,용두역,11:06
1666,2023-07-14,열차내 사고,종로3가(1)역,17:40
1667,2023-07-14,역구내 사고,사당(2)역,20:10
1668,2023-07-14,역구내 사고,안국역,15:30
1669,2023-07-13,열차내 사고,서초역,22:17
1670,2023-07-13,역구내 사고,종로5가역,18:19
1671,2023-07-12,출입문관련,태릉입구(7)역,16:15
1672,2023-07-12,승강설비관련,신당(6)역,08:31
1673,2023-07-12,열차내 사고,서울대입구역,22:16
1674,2023-07-11,역구내 사고,도봉산(7)역,17:47
1675,2023-07-11,발빠짐,신촌역,18:56
1676,2023-07-11,역구내 사고,강변역,10:18
1677,2023-07-09,역구내 사고,신림역,11:32
1678,2023-07-08,열차내 사고,시청(1)역,11:06
1679,2023-07-07,발빠짐,방배역,18:29
1680,2023-07-07,열차내 사고,제S475열차,18:09
1681,2023-07-07,출입문관련,합정(2)역,18:02
1682,2023-07-06,역구내 사고,교대(3)역,21:11
1683,2023-07-05,출입문관련,사당(4)역,18:18
1684,2023-07-05,출입문관련,종로5가역,09:47
1685,2023-07-04,승강설비관련,잠실(2)역,19:54
1686,2023-07-04,열차내 사고,코레일,14:40
1687,2023-07-04,승강설비관련,연신내(3)역,16:18
1688,2023-07-04,열차내 사고,합정(2)역,08:25
1689,2023-07-02,기타,교대(2)역,12:00
1690,2023-07-02,출입문관련,혜화역,15:24
1691,2023-07-02,출입문관련,디지털미디어시티역,10:03
1692,2023-06-30,승강설비관련,청량리역,06:13
1693,2023-06-30,승강설비관련,천호(5)역,09:42
1694,2023-06-29,출입문관련,발산역,14:00
1695,2023-06-29,역구내 사고,잠실나루역,11:14
1696,2023-06-29,승강설비관련,이수(7)역,09:56
1697,2023-06-29,열차내 사고,대림(2)역,11:09
1698,2023-06-27,출입문관련,창동역,18:42
1699,2023-06-27,출입문관련,구로디지털단지역,17:55
1700,2023-06-27,출입문관련,성수역,08:51
1701,2023-06-27,역구내 사고,종로3가(3)역,15:10
1702,2023-06-26,출입문관련,지축역,19:06
1703,2023-06-25,발빠짐,서대문역,12:23
1704,2023-06-23,열차내 사고,교대(2)역,18:42
1705,2023-06-23,발빠짐,연신내(3)역,07:36
1706,2023-06-23,발빠짐,동대문(4)역,13:53
1707,2023-06-23,출입문관련,수유역,11:32
1708,2023-06-22,출입문관련,당산(2)역,09:08
1709,2023-06-22,승강설비관련,음암역,10:46
1710,2023-06-21,열차내 사고,서울대입구역,10:37
1711,2023-06-21,출입문관련,쌍문역,17:31
1712,2023-06-20,발빠짐,신촌역,13:17
1713,2023-06-19,발빠짐,아현역,16:43
1714,2023-06-19,발빠짐,성신여대입구역,17:50
1715,2023-06-19,열차내 사고,고속터미널(3)역,15:34
1716,2023-06-19,출입문관련,연신내(3)역,14:23
1717,2023-06-19,출입문관련,을지로3가(2)역,17:08
1718,2023-06-17,출입문관련,신도림역,16:00
1719,2023-06-16,출입문관련,경찰병원역,16:07
1720,2023-06-16,출입문관련,동대문역사문화공원(4)역,13:35
1721,2023-06-16,출입문관련,천왕역,14:30
1722,2023-06-15,역구내 사고,왕십리(5)역,19:26
1723,2023-06-15,승강설비관련,암사역,16:12
1724,2023-06-14,열차내 사고,신대방역,11:28
1725,2023-06-14,출입문관련,뚝섬역,16:08
1726,2023-06-14,발빠짐,성신여대입구역,12:12
1727,2023-06-13,발빠짐,종로3가(1)역,09:16
1728,2023-06-13,발빠짐,신금호역,13:47
1729,2023-06-13,승강설비관련,약수(6)역,07:54
1730,2023-06-11,출입문관련,잠실(2)역,14:27
1731,2023-06-11,승강설비관련,우장산역,17:02
1732,2023-06-11,역구내 사고,신정네거리역,19:38
1733,2023-06-10,역구내 사고,마들역,16:31
1734,2023-06-09,역구내 사고,창동역,19:51
1735,2023-06-09,출입문관련,인덕원역,18:02
1736,2023-06-08,열차내 사고,화서역,18:23
1737,2023-06-07,역구내 사고,신당(2)역,16:40
1738,2023-06-05,승강설비관련,월드컵경기장역,16:53
1739,2023-06-05,출입문관련,을지로입구(2)역,14:02
1740,2023-06-04,역구내 사고,봉천역,22:37
1741,2023-06-03,출입문관련,군자(5)역,16:15
1742,2023-06-02,발빠짐,도봉산(7)역,18:26
1743,2023-06-01,발빠짐,신촌역,08:24
1744,2023-05-31,출입문관련,사가정역,11:57
1745,2023-05-31,출입문관련,오남역,10:37
1746,2023-05-31,승강설비관련,논현역,18:02
1747,2023-05-30,역구내 사고,몽촌토성역,08:05
1748,2023-05-30,발빠짐,충무로(4)역,20:19
1749,2023-05-30,역구내 사고,고속터미널(3)역,13:15
1750,2023-05-28,역구내 사고,구파발(3)역,18:20
1751,2023-05-27,출입문관련,낙성대역,22:10
1752,2023-05-27,출입문관련,장승배기역,16:48
1753,2023-05-27,승강설비관련,신정네거리역,16:17
1754,2023-05-26,출입문관련,서울(4)역,10:33
1755,2023-05-25,열차내 사고,문래역,08:33
1756,2023-05-25,출입문관련,인천역,07:50
1757,2023-05-25,출입문관련,신도림역,10:49
1758,2023-05-23,열차내 사고,청량리역,14:03
1759,2023-05-23,역구내 사고,천호(8)역,08:26
1760,2023-05-20,열차내 사고,수서역,15:22
1761,2023-05-20,역구내 사고,봉천역,18:09
1762,2023-05-20,출입문관련,홍대입구역,16:06
1763,2023-05-19,역구내 사고,서초역,15:13
1764,2023-05-19,출입문관련,동대문역사문화공원(2)역,16:20
1765,2023-05-19,역구내 사고,시청(2)역,11:40
1766,2023-05-18,발빠짐,동대문역사문화공원(4)역,15:07
1767,2023-05-18,역구내 사고,장승배기역,20:30
1768,2023-05-18,열차내 사고,을지로입구(2)역,17:45
1769,2023-05-17,출입문관련,발산역,11:44
1770,2023-05-17,출입문관련,봉천역,18:09
1771,2023-05-15,열차내 사고,3130열차,09:20
1772,2023-05-14,열차내 사고,청량리역,14:56
1773,2023-05-14,역구내 사고,동대입구역,19:05
1774,2023-05-14,열차내 사고,청량리역,12:09
1775,2023-05-11,열차내 사고,봉천역,08:22
1776,2023-05-11,발빠짐,충무로(3)역,16:19
1777,2023-05-11,출입문관련,발산역,17:28
1778,2023-05-11,열차내 사고,신림역,08:22
1779,2023-05-11,열차내 사고,사당(2)역,08:22
1780,2023-05-10,열차내 사고,마장역,17:50
1781,2023-05-10,역구내 사고,사당(4)역,08:14
1782,2023-05-08,출입문관련,구산역,18:33
1783,2023-05-08,발빠짐,을지로4가(2)역,18:16
1784,2023-05-08,출입문관련,사당(4)역,09:59
1785,2023-05-08,열차내 사고,남영역,17:09
1786,2023-05-07,열차내 사고,신설동(1)역,18:00
1787,2023-05-07,열차내 사고,중화역,13:54
1788,2023-05-06,역구내 사고,합정(6)역,16:49
1789,2023-05-06,승강설비관련,성수역,13:16
1790,2023-05-03,승강설비관련,구로디지털단지역,12:25
1791,2023-05-02,출입문관련,화곡역,20:30
1792,2023-05-02,발빠짐,어린이대공원역,08:31
1793,2023-04-30,발빠짐,신촌역,22:57
1794,2023-04-30,열차내 사고,청담역,10:30
1795,2023-04-29,승강설비관련,고속터미널(3)역,17:14
1796,2023-04-29,역구내 사고,사당(2)역,09:21
1797,2023-04-29,열차내 사고,사당(2)역,00:05
1798,2023-04-27,열차내 사고,시청(1)역,16:30
1799,2023-04-27,열차내 사고,동인천역,16:40
1800,2023-04-27,발빠짐,서울(1)역,12:36
1801,2023-04-26,열차내 사고,오류동역,13:30
1802,2023-04-25,열차내 사고,낙성대역,08:30
1803,2023-04-25,열차내 사고,삼성역,08:38
1804,2023-04-24,열차내 사고,하남시청역,18:10
1805,2023-04-22,출입문관련,방이역,15:07
1806,2023-04-21,열차내 사고,천왕역,09:40
1807,2023-04-21,역구내 사고,건대입구(7)역,11:00
1808,2023-04-19,출입문관련,사당(4)역,09:28
1809,2023-04-19,발빠짐,고속터미널(7)역,15:28
1810,2023-04-19,출입문관련,하계역,10:38
1811,2023-04-18,승강설비관련,대흥역,08:18
1812,2023-04-18,출입문관련,충무로(3)역,16:06
1813,2023-04-17,역구내 사고,창동역,13:39
1814,2023-04-13,열차내 사고,신림역,18:44
1815,2023-04-13,발빠짐,구파발(3)역,11:32
1816,2023-04-12,역구내 사고,사당(4)역,16:06
1817,2023-04-12,역구내 사고,사당(2)역,15:15
1818,2023-04-11,역구내 사고,사당(2)역,07:13
1819,2023-04-10,발빠짐,동대문(1)역,17:15
1820,2023-04-09,출입문관련,사당(2)역,12:51
1821,2023-04-08,발빠짐,아현역,12:47
1822,2023-04-08,발빠짐,신촌역,12:47
1823,2023-04-06,열차내 사고,고객의소리,19:00
1824,2023-04-06,열차내 사고,송정역,18:58
1825,2023-04-05,출입문관련,광명사거리역,08:35
1826,2023-04-05,역구내 사고,모란역,09:26
1827,2023-04-04,역구내 사고,남한산성입구역,20:36
1828,2023-04-04,출입문관련,김포공항(5)역,15:38
1829,2023-04-04,역구내 사고,남한산성입구역,20:36
1830,2023-04-03,열차내 사고,동대문(1)역,12:18
1831,2023-04-02,출입문관련,미사역,11:24
1832,2023-04-01,출입문관련,동작역,11:50
1833,2023-04-01,출입문관련,신당(2)역,18:03
1834,2023-03-31,출입문관련,신도림(1)역,17:41
1835,2023-03-30,발빠짐,종로3가(3)역,08:28
1836,2023-03-28,승강설비관련,고속터미널(7)역,12:11
1837,2023-03-27,출입문관련,불광(3)역,18:57
1838,2023-03-27,출입문관련,창동역,07:23
1839,2023-03-25,열차내 사고,시청(1)역,14:20
1840,2023-03-25,승강설비관련,까치산(5)역,22:30
1841,2023-03-24,출입문관련,동대문역사문화공원(4)역,18:09
1842,2023-03-24,출입문관련,노원(4)역,16:00
1843,2023-03-23,출입문관련,연신내(3)역,11:45
1844,2023-03-23,발빠짐,개화산역,12:02
1845,2023-03-22,발빠짐,고속터미널(7)역,20:49
1846,2023-03-22,발빠짐,방배역,18:27
1847,2023-03-22,열차내 사고,암사역,18:20
1848,2023-03-22,출입문관련,수락산역,00:55
1849,2023-03-21,열차내 사고,장한평역,19:05
1850,2023-03-21,출입문관련,영등포시장(5)역,09:47
1851,2023-03-21,승강설비관련,새절역,06:04
1852,2023-03-20,출입문관련,삼송역,09:17
1853,2023-03-19,발빠짐,동묘앞(1)역,15:59
1854,2023-03-18,승강설비관련,약수(6)역,19:30
1855,2023-03-14,출입문관련,천호(8)역,14:59
1856,2023-03-14,출입문관련,모란역,14:59
1857,2023-03-13,발빠짐,사당(2)역,18:00
1858,2023-03-13,열차내 사고,서울(1)역,00:00
1859,2023-03-11,출입문관련,사당(4)역,14:15
1860,2023-03-11,승강설비관련,종로3가(1)역,16:22
1861,2023-03-10,역구내 사고,강동역,07:06
1862,2023-03-10,열차내 사고,석계역,17:56
1863,2023-03-10,역구내 사고,석계(6)역,11:23
1864,2023-03-10,출입문관련,신도림역,16:32
1865,2023-03-10,출입문관련,상계역,10:45
1866,2023-03-09,열차내 사고,신림역,08:29
1867,2023-03-09,역구내 사고,을지로3가(3)역,15:30
1868,2023-03-09,열차내 사고,석계(1)역,17:56
1869,2023-03-08,열차내 사고,서대문역,18:23
1870,2023-03-07,열차내 사고,봉천역,08:51
1871,2023-03-07,역구내 사고,사당(4)역,23:29
1872,2023-03-06,출입문관련,교대(2)역,18:55
1873,2023-03-04,출입문관련,방화역,16:49
1874,2023-03-03,역구내 사고,을지로3가(3)역,14:17
1875,2023-03-03,열차내 사고,목동역,18:12
1876,2023-03-02,출입문관련,동대문역사문화공원(4)역,07:11
1877,2023-03-02,발빠짐,홍제역,08:12
1878,2023-03-02,출입문관련,동대문역사문화공원(4)역,07:11
1879,2023-02-28,역구내 사고,무악재역,11:57
1880,2023-02-27,발빠짐,청량리역,08:05
1881,2023-02-27,출입문관련,사당(2)역,18:41
1882,2023-02-26,승강설비관련,오목교역,15:58
1883,2023-02-25,출입문관련,구로디지털단지역,09:31
1884,2023-02-25,열차내 사고,구의역,09:31
1885,2023-02-24,승강설비관련,마들역,12:26
1886,2023-02-23,출입문관련,방화역,08:46
1887,2023-02-23,출입문관련,남부터미널역,16:48
1888,2023-02-23,역구내 사고,삼성역,12:45
1889,2023-02-23,출입문관련,종로3가(1)역,08:45
1890,2023-02-22,출입문관련,남한산성역,08:59
1891,2023-02-21,역구내 사고,금호역,12:31
1892,2023-02-20,열차내 사고,종로3가(1)역,18:15
1893,2023-02-20,열차내 사고,합정(2)역,18:34
1894,2023-02-18,출입문관련,남성역,16:49
1895,2023-02-15,열차내 사고,신설동(1)역,09:15
1896,2023-02-15,열차내 사고,종로3가(1)역,09:25
1897,2023-02-14,열차내 사고,금정역,08:30
1898,2023-02-13,열차내 사고,양평역,19:46
1899,2023-02-12,열차내 사고,금정역,19:35
1900,2023-02-10,열차내 사고,을지로3가(2)역,16:27
1901,2023-02-10,열차내 사고,회기역,18:38
1902,2023-02-10,열차내 사고,천호(5)역,08:30
1903,2023-02-08,역구내 사고,경복궁(3)역,11:00
1904,2023-02-08,출입문관련,서초역,15:06
1905,2023-02-07,출입문관련,아차산역,17:59
1906,2023-02-07,발빠짐,군자(7)역,08:20
1907,2023-02-06,출입문관련,구로디지털단지역,08:14
1908,2023-02-04,출입문관련,선릉(2)역,13:21
1909,2023-02-03,출입문관련,오금(5)역,17:51
1910,2023-01-31,역구내 사고,선릉(2)역,06:02
1911,2023-01-30,역구내 사고,잠실(2)역,15:29
1912,2023-01-30,발빠짐,동대문역사문화공원(4)역,08:10
1913,2023-01-30,역구내 사고,잠실(2)역,15:29
1914,2023-01-30,열차내 사고,신설동(1)역,18:34
1915,2023-01-30,역구내 사고,애오개역,09:33
1916,2023-01-29,기타,고려대역,16:34
1917,2023-01-29,역구내 사고,고려대역,17:51
1918,2023-01-29,발빠짐,신촌역,22:07
1919,2023-01-28,열차내 사고,성신여대입구역,18:24
1920,2023-01-28,승강설비관련,논현역,07:04
1921,2023-01-28,발빠짐,동대문역사문화공원(2)역,18:58
1922,2023-01-28,역구내 사고,종로3가(3)역,22:07
1923,2023-01-27,역구내 사고,양재역,08:38
1924,2023-01-27,열차내 사고,고속터미널(3)역,09:10
1925,2023-01-26,역구내 사고,종합운동장역,08:19
1926,2023-01-26,역구내 사고,뚝섬유원지역,10:56
1927,2023-01-25,발빠짐,도봉산(7)역,06:56
1928,2023-01-25,발빠짐,서울(1)역,08:19
1929,2023-01-22,역구내 사고,고속터미널(3)역,06:47
1930,2023-01-22,역구내 사고,고속터미널(3)역,06:47
1931,2023-01-19,출입문관련,강동역,13:41
1932,2023-01-18,출입문관련,신도림(1)역,15:30
1933,2023-01-18,역구내 사고,온수(7)역,08:15
1934,2023-01-18,열차내 사고,철산역,08:39
1935,2023-01-17,출입문관련,삼성역,19:09
1936,2023-01-17,발빠짐,동대문역사문화공원(5)역,18:25
1937,2023-01-16,발빠짐,철산역,18:42
1938,2023-01-16,승강설비관련,사당(2)역,13:03
1939,2023-01-16,출입문관련,군자(5)역,07:40
1940,2023-01-15,승강설비관련,약수(3)역,08:59
1941,2023-01-14,발빠짐,충무로(3)역,09:26
1942,2023-01-12,출입문관련,수유역,17:44
1943,2023-01-10,발빠짐,구로디지털단지역,07:43
1944,2023-01-10,출입문관련,영등포구청(5)역,18:40
1945,2023-01-10,발빠짐,목동역,18:09
1946,2023-01-10,열차내 사고,동작역,15:40
1947,2023-01-09,열차내 사고,종로5가역,14:45
1948,2023-01-08,출입문관련,을지로입구역,16:36
1949,2023-01-06,열차내 사고,동대문(1)역,08:23
1950,2023-01-06,열차내 사고,시청(1)역,08:23
1951,2023-01-06,발빠짐,동대문역사문화공원(4)역,22:37
1952,2023-01-06,열차내 사고,구로역,08:24
1953,2023-01-06,열차내 사고,회기역,09:05
1954,2023-01-06,열차내 사고,시청(1)역,08:23
1955,2023-01-04,열차내 사고,구의역,12:13
1956,2023-01-04,역구내 사고,역삼역,18:05
1957,2023-01-04,열차내 사고,청량리역,10:30
1958,2023-01-03,열차내 사고,종각역,09:28
1959,2023-01-03,출입문관련,서울(4)역,09:56
1960,2023-01-02,열차내 사고,낙성대역,15:34
1961,2023-01-02,출입문관련,도화역,15:48
1962,2023-01-02,출입문관련,문래역,08:23
1963,2022-12-30,역구내 사고,광나루역,12:05
1964,2022-12-29,열차내 사고,을지로3가(3)역,18:18
1965,2022-12-27,열차내 사고,먹골역,11:05
1966,2022-12-27,열차내 사고,동묘앞(1)역,08:09
1967,2022-12-26,출입문관련,종로3가(3)역,15:58
1968,2022-12-26,역구내 사고,구파발(3)역,00:08
1969,2022-12-25,출입문관련,대림(7)역,16:27
1970,2022-12-25,출입문관련,장한평역,09:13
1971,2022-12-23,발빠짐,합정(6)역,18:43
1972,2022-12-22,출입문관련,을지로입구역,18:52
1973,2022-12-21,역구내 사고,보라매역,16:50
1974,2022-12-21,역구내 사고,용답역,16:21
1975,2022-12-21,역구내 사고,신도림역,18:10
1976,2022-12-20,승강설비관련,증산역,07:02
1977,2022-12-19,열차내 사고,종로3가(1)역,12:52
1978,2022-12-18,역구내 사고,창동역,07:03
1979,2022-12-18,역구내 사고,창동역,07:03
1980,2022-12-17,역구내 사고,문래역,08:48
1981,2022-12-16,출입문관련,동대문역사문화공원(2)역,14:39
1982,2022-12-16,열차내 사고,석촌역,08:01
1983,2022-12-15,역구내 사고,삼성역,20:45
1984,2022-12-15,역구내 사고,경복궁(3)역,14:37
1985,2022-12-15,승강설비관련,경복궁(3)역,21:49
1986,2022-12-15,열차내 사고,신도림역,12:42
1987,2022-12-12,열차내 사고,오금(3)역,16:53
1988,2022-12-12,역구내 사고,잠실새내역,20:11
1989,2022-12-11,역구내 사고,상봉역,22:28
1990,2022-12-10,출입문관련,회현역,20:43
1991,2022-12-09,열차내 사고,사당(4)역,08:50
1992,2022-12-09,출입문관련,교대(3)역,18:03
1993,2022-12-09,발빠짐,을지로3가(2)역,22:48
1994,2022-12-08,출입문관련,천호(8)역,07:52
1995,2022-12-08,역구내 사고,제기동역,14:56
1996,2022-12-07,발빠짐,철산역,18:30
1997,2022-12-07,열차내 사고,문정역,08:44
1998,2022-12-06,열차내 사고,삼송역,16:05
1999,2022-12-06,발빠짐,불광(3)역,09:00
2000,2022-12-06,역구내 사고,성수역,08:11
2001,2022-12-06,역구내 사고,삼성역,17:22
2002,2022-12-04,열차내 사고,청량리역,13:38
2003,2022-12-03,열차내 사고,신도림역,17:20
2004,2022-12-03,열차내 사고,신도림역,17:20
2005,2022-12-03,열차내 사고,신도림역,17:20
2006,2022-12-03,기타,건대입구(2)역,22:00
2007,2022-12-02,발빠짐,동대문역사문화공원(4)역,19:18
2008,2022-12-01,승강설비관련,화랑대역,14:56
2009,2022-12-01,승강설비관련,한성대입구역,11:12
2010,2022-11-30,열차내 사고,철산역,17:10
2011,2022-11-30,발빠짐,회현역,17:29
2012,2022-11-30,발빠짐,동대문역사문화공원(4)역,07:05
2013,2022-11-30,열차내 사고,연신내(3)역,18:35
2014,2022-11-30,열차내 사고,미아사거리역,10:22
2015,2022-11-30,발빠짐,서울(4)역,18:42
2016,2022-11-29,열차내 사고,신림역,08:22
2017,2022-11-29,출입문관련,동대문역사문화공원(2)역,08:29
2018,2022-11-29,발빠짐,을지로4가(2)역,08:54
2019,2022-11-29,출입문관련,종로3가(3)역,07:50
2020,2022-11-28,승강설비관련,사가정역,15:42
2021,2022-11-28,역구내 사고,신사역,22:05
2022,2022-11-27,승강설비관련,마곡역,15:49
2023,2022-11-26,열차내 사고,아현역,14:29
2024,2022-11-26,발빠짐,동대문(4)역,14:40
2025,2022-11-26,열차내 사고,서울(1)역,14:29
2026,2022-11-25,승강설비관련,압구정역,17:41
2027,2022-11-24,출입문관련,신림역,18:58
2028,2022-11-24,역구내 사고,역삼역,17:29
2029,2022-11-24,열차내 사고,서울(1)역,14:29
2030,2022-11-24,열차내 사고,을지로3가(2)역,10:38
2031,2022-11-24,역구내 사고,구의역,18:10
2032,2022-11-23,출입문관련,장승배기역,13:21
2033,2022-11-23,출입문관련,화곡역,16:18
2034,2022-11-22,발빠짐,왕십리(5)역,08:00
2035,2022-11-22,열차내 사고,혜화역,08:40
2036,2022-11-22,발빠짐,금호역,09:21
2037,2022-11-22,발빠짐,금호역,09:21
2038,2022-11-21,열차내 사고,개봉역,09:59
2039,2022-11-21,열차내 사고,천호(5)역,08:34
2040,2022-11-18,역구내 사고,잠실(2)역,13:21
2041,2022-11-17,출입문관련,압구정역,15:38
2042,2022-11-17,승강설비관련,합정(6)역,12:24
2043,2022-11-17,승강설비관련,합정(6)역,12:24
2044,2022-11-17,승강설비관련,옥수역,08:25
2045,2022-11-16,출입문관련,이촌역,15:42
2046,2022-11-16,열차내 사고,도봉산(7)역,08:10
2047,2022-11-16,열차내 사고,사가정역,08:12
2048,2022-11-15,출입문관련,천호(5)역,19:23
2049,2022-11-15,출입문관련,명일역,17:58
2050,2022-11-14,출입문관련,남위례역,08:35
2051,2022-11-12,출입문관련,왕십리(2)역,16:37
2052,2022-11-12,출입문관련,왕십리(2)역,17:00
2053,2022-11-09,발빠짐,고속터미널(7)역,15:39
2054,2022-11-09,출입문관련,동대문(1)역,13:34
2055,2022-11-08,승강설비관련,신정역,16:14
2056,2022-11-05,역구내 사고,구로디지털단지역,17:10
2057,2022-11-05,열차내 사고,압구정역,08:56
2058,2022-11-03,발빠짐,공릉역,23:04
2059,2022-11-03,열차내 사고,시청(1)역,08:09
2060,2022-11-03,열차내 사고,종각역,08:08
2061,2022-11-03,열차내 사고,시청(1)역,08:14
2062,2022-11-03,출입문관련,동대문역사문화공원(4)역,19:38
2063,2022-11-03,열차내 사고,서울(1)역,08:09
2064,2022-11-01,역구내 사고,숙대입구역,17:16
2065,2022-11-01,열차내 사고,이수(4)역,08:58
2066,2022-11-01,출입문관련,을지로3가(2)역,09:16
2067,2022-10-31,출입문관련,남부터미널역,05:57
2068,2022-10-29,발빠짐,옥수역,22:21
2069,2022-10-27,열차내 사고,철산역,19:10
2070,2022-10-26,발빠짐,동대문역사문화공원(4)역,08:29
2071,2022-10-24,발빠짐,동대문역사문화공원(4)역,07:49
2072,2022-10-24,열차내 사고,충무로(4)역,05:45
2073,2022-10-24,출입문관련,강일역,14:41
2074,2022-10-22,발빠짐,충무로(3)역,20:32
2075,2022-10-22,발빠짐,충무로(3)역,20:32
2076,2022-10-20,승강설비관련,문정역,19:02
2077,2022-10-19,출입문관련,회현역,09:00
2078,2022-10-18,출입문관련,교대(2)역,15:45
2079,2022-10-17,출입문관련,금호역,10:02
2080,2022-10-15,열차내 사고,하남시청역,17:00
2081,2022-10-15,열차내 사고,회기역,14:42
2082,2022-10-15,열차내 사고,신대방역,23:30
2083,2022-10-14,출입문관련,청구(6)역,13:02
2084,2022-10-14,열차내 사고,신림역,16:20
2085,2022-10-13,발빠짐,동대문(4)역,12:18
2086,2022-10-13,발빠짐,고속터미널(7)역,12:28
2087,2022-10-12,역구내 사고,을지로3가(2)역,15:56
2088,2022-10-11,열차내 사고,종각역,10:11
2089,2022-10-10,출입문관련,군자(7)역,15:20
2090,2022-10-10,역구내 사고,구파발(3)역,17:42
2091,2022-10-10,열차내 사고,안국역,16:20
2092,2022-10-09,열차내 사고,인덕원역,12:20
2093,2022-10-06,출입문관련,노원(7)역,14:03
2094,2022-10-06,역구내 사고,신도림역,21:25
2095,2022-10-05,출입문관련,교대(3)역,18:04
2096,2022-10-05,출입문관련,도봉산(7)역,19:44
2097,2022-10-05,출입문관련,종로3가(3)역,11:19
2098,2022-10-04,열차내 사고,선릉(2)역,08:23
2099,2022-10-02,출입문관련,혜화역,19:58
2100,2022-09-30,열차내 사고,논현역,08:36
2101,2022-09-30,열차내 사고,연신내(3)역,15:36
2102,2022-09-30,출입문관련,연신내(3)역,09:48
2103,2022-09-29,출입문관련,군자(5)역,18:45
